Sample_ID,Plot,DateWeighed,DateFiltered,DateDelivered ,FalcoStandingTubeWeight wOutLid.g,WetSampleWeigh.g,DrySample Weigh.g ,Moisture.perc,MoistureDec.,DM.perc,DMDec,Study,Year,Location,SiteYear,Block,TrtNo,Trt,Residue,Herbicide,CovCropStg,CovCrop,CovStgResII,CovStgRes,CovStgResIV,CovStgResIII,Assay,AppTiming,TestHerb.ppm,perc.Recovery,ppmAdjustedto15gdry,Background.ppm,AdjTest-Back.ppm,StdHerb.ppm,Ratio,pyroxasulfone.mgL,DepWashSum.ppm,RyeBio,VetchBio,CloverBio
3V407D,407,45176,45183,45183,10.57,15.78,15.53,1.609787508,0.016097875,98.39021249,0.983902125,Petris,2023,VA,VA23,B4,5,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.1064,0.108140838,0.102768835,0.006672747,0.096096088,0.294835493,0.325931207,0.1064,0.123342939,122,0,5.95
3P103D,103,45105,45114,45114,10.64,15.18,15.16,0.131926121,0.001319261,99.86807388,0.998680739,Petris,2023,PA,PA23,B1,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.1004,0.100532629,0.099340369,0.0012156,0.098124769,0.588595451,0.166710036,0.1004,0.132724772,0,0,90.1
3E207D,207,45131, 8/1/2023, 8/1/2023,10.74,14.22,14.16,0.423728814,0.004237288,99.57627119,0.995762712,Petris,2023,DE,DE23,B2,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.0927,0.093094468,0.098199153,0,0.098199153,0.532754972,0.184323297,0.0927,0.155036938,50.6,0,68.4
3P112W,112,45132,45133,45133,10.6,15.39,10.6,45.18867925,0.451886792,54.81132075,0.548113208,Petris,2023,PA,PA23,B2,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0712,0.129900172,0.100754717,0.0012156,0.099539117,0.275289491,0.361579792,0.0712,0.160766956,0,0,137
2P307 W,307,45589,45605,45605,12.833,16.236,9.965,62.9302559,0.629302559,37.0697441,0.370697441,Petri,2022,PA,PA22,B4,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.069,0.186135625,0.103863522,0.00136502,0.102498502,0.438690977,0.233646251,0.069,0.131773758,115.99,0,0.08
3P301W,301,45132,45133,45133,10.48,17.21,9.62,78.8981289,0.788981289,21.1018711,0.211018711,Petris,2023,PA,PA23,B3,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.0676,0.320350739,0.105405405,0.0012156,0.104189805,0.275289491,0.378473601,0.0676,0.175825637,0,0,81
3E103W,103,45131, 8/1/2023, 8/1/2023,10.73,16.18,16.07,0.684505289,0.006845053,99.31549471,0.993154947,Petris,2023,DE,DE23,B1,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.113,0.113778822,0.105476042,0,0.105476042,0.596552382,0.176809355,0.113,0.468827296,62.4,0,0
2P404 W,404,45589,45605,45605,12.983,17.698,10.945,61.69940612,0.616994061,38.30059388,0.383005939,Petri,2022,PA,PA22,B3,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.079,0.20626312,0.108268616,0.00136502,0.106903596,0.438690977,0.243687702,0.079,0.195732397,123.22,0,0.28
2P211 W,211,45591,45603,45603,12.96,17.99,11.438,57.28274174,0.572827417,42.71725826,0.427172583,Petri,2022,PA,PA22,B2,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.087,0.203664756,0.114093373,0.00136502,0.112728353,0.438690977,0.256965287,0.087,0.167520164,161.44,0,0.83
2P111 W,111,45591,45603,45603,12.964,17.812,11.934,49.25423161,0.492542316,50.74576839,0.507457684,Petri,2022,PA,PA22,B2,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.097,0.191148943,0.121920563,0.00136502,0.120555543,0.386006861,0.312314508,0.097,0.248417731,121.31,0,0.41
2E210D,210,45381,na,na,12.98,16.464,16.438,0.158170094,0.001581701,99.84182991,0.998418299,Petris,2022,DE,DE22,B2,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.1423,0.142525433,0.129851563,0.004081526,0.125770038,0.313130202,0.401654127,0.1423,0.146033848,0,0,51
2P111 D,111,45589,45605,45605,12.964,15.58,15.554,0.167159573,0.001671596,99.83284043,0.998328404,Petri,2022,PA,PA22,B2,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.134,0.134224369,0.129227208,0.00136502,0.127862188,0.386006861,0.331243304,0.134,0.248417731,121.31,0,0.41
2V210D,210,45596,na,na,12.903,15.359,15.105,1.681562397,0.016815624,98.3184376,0.983184376,Petris,2022,VA,VA22,B2,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.142,0.144428658,0.14101291,0.00273538,0.138277529,0.195861906,0.705995014,0.142,0.175554057,110,0,14.5
2P201 W,201,45591,45603,45603,12.979,19.609,13.109,49.58425509,0.495842551,50.41574491,0.504157449,Petri,2022,PA,PA22,B1,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.131,0.259839461,0.149897017,0.00136502,0.148531997,0.386006861,0.38479108,0.131,0.344457073,82.51,0,0.03
3P212D,212,45120,45140,45140,10.57,15.13,15.13,0,0,100,1,Petris,2023,PA,PA23,B2,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.1526,0.1526,0.15128883,0.0012156,0.15007323,0.588595451,0.254968382,0.1526,0.166594116,0,0,123.8
2P407 W,407,45591,45607,45612,12.942,19.138,12.896,48.40260546,0.484026055,51.59739454,0.515973945,Petri,2022,PA,PA22,B4,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.136,0.2635792,0.158188586,0.00136502,0.156823566,0.386006861,0.406271447,0.136,0.227150475,70.35,0,0
3E208D,208,45131, 8/1/2023, 8/1/2023,10.54,15.71,15.66,0.319284802,0.003192848,99.6807152,0.996807152,Petris,2023,DE,DE23,B2,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.1639,0.164424984,0.156992337,0,0.156992337,0.596552382,0.263166055,0.1639,0.385469158,84.6,0,0
2E106D,106,45610,na,na,13.021,17.27,17.167,0.59998835,0.005999883,99.40001165,0.994000117,Petris,2022,DE,DE22,B1,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.1954,0.196579454,0.170734549,0.004081526,0.166653023,0.254971073,0.653615412,0.1954,0.213421753,20.2,0,36
2E105D,105,45610,na,na,12.909,16.856,16.749,0.63884411,0.006388441,99.36115589,0.993611559,Petris,2022,DE,DE22,B1,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.2034,0.204707763,0.182160129,0.004081526,0.178078603,0.313130202,0.568704653,0.2034,0.18484333,0,0,21.6
2E311D,311,45610,na,na,12.922,16.499,16.436,0.38330494,0.003833049,99.61669506,0.996166951,Petris,2022,DE,DE22,B3,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.2119,0.212715348,0.193386469,0.004081526,0.189304943,0.313130202,0.604556641,0.2119,0.198915101,0,0,30.4
2P201 D,201,45591,45603,45603,13.019,17.646,17.639,0.039684789,0.000396848,99.96031521,0.999603152,Petri,2022,PA,PA22,B1,11,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.232,0.232092105,0.197290096,0.00136502,0.195925076,0.386006861,0.507568895,0.232,0.344457073,82.51,0,0.03
2E312D,312,45605,na,na,12.802,16.59,16.546,0.265925299,0.002659253,99.7340747,0.997340747,Petris,2022,DE,DE22,B3,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.2235,0.224095928,0.202616947,0.004081526,0.198535421,0.254971073,0.778658609,0.2235,0.237556271,28.8,0,38
2E407D,407,45610,na,na,12.978,15.418,15.33,0.574037834,0.005740378,99.42596217,0.994259622,Petris,2022,DE,DE22,B4,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.2105,0.211715326,0.205968689,0.004081526,0.201887163,0.254971073,0.791804186,0.2105,0.24170321,22.4,0,23.8
2V204D,204,45598,na,na,13.021,15.365,15.217,0.972596438,0.009725964,99.02740356,0.990274036,Petris,2022,VA,VA22,B2,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.2136,0.21569787,0.210553986,0.00273538,0.207818606,0.220815081,0.941143173,0.2136,0.258049724,136,0,31.5
3V106D,106,45183,45184,45184,10.56,14.43,14.24,1.334269663,0.013342697,98.66573034,0.986657303,Petris,2023,VA,VA23,B1,11,Yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.2129,0.215779075,0.22426264,0.006672747,0.217589894,0.492890719,0.441456667,0.2129,0.211785314,143,0,7
3E208W,208,45131, 8/1/2023, 8/1/2023,10.6,15.52,15.1,2.781456954,0.02781457,97.21854305,0.97218543,Petris,2023,DE,DE23,B2,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,21 DAT,0.23,0.236580381,0.228476821,0,0.228476821,0.596552382,0.382995405,0.23,0.385469158,84.6,0,0
2P101 W,101,45589,45605,45605,12.98,16.479,10.098,63.19073084,0.631907308,36.80926916,0.368092692,Petri,2022,PA,PA22,B1,5,yes,roll crimp,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),washoff,0 DAT,0.167,0.453690073,0.248068925,0.00136502,0.246703904,0.438690977,0.562363752,0.167,0.320415886,131.05,0,1.42
3E304D,304,45132,45140,45140,10.6,16.19,16.1,0.559006211,0.005590062,99.44099379,0.994409938,Petris,2023,DE,DE23,B3,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.3084,0.310133666,0.287329193,0,0.287329193,0.532754972,0.539327098,0.3084,0.378042347,49.6,0,64.4
2E209D,209,45605,na,na,12.999,14.67,14.599,0.48633468,0.004863347,99.51366532,0.995136653,Petris,2022,DE,DE22,B2,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.2847,0.286091362,0.292520036,0.004081526,0.28843851,0.254971073,1.131259741,0.2847,0.304068354,33.6,0,20.4
3E103D,103,45131, 8/1/2023, 8/1/2023,10.66,16.81,16.74,0.418160096,0.004181601,99.5818399,0.995818399,Petris,2023,DE,DE23,B1,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.4055,0.407202759,0.363351254,0,0.363351254,0.596552382,0.609085245,0.4055,0.468827296,62.4,0,0
3E402D,402,45132,45140,45140,10.62,15.74,15.68,0.382653061,0.003826531,99.61734694,0.996173469,Petris,2023,DE,DE23,B4,5,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,0 DAT,0.4351,0.436771319,0.416230867,0,0.416230867,0.532754972,0.781280117,0.4351,0.491801933,32.8,0,70.4
3E403D,403,45132,45140,45140,10.76,15.03,15.01,0.133244504,0.001332445,99.8667555,0.998667555,Petris,2023,DE,DE23,B4,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.4233,0.423864777,0.423017988,0,0.423017988,0.596552382,0.709104516,0.4233,na,65.2,0,0
3E305D,305,12/12/23,12/13/23,12/13/23,10.567,14.966,14.833,0.896649363,0.008966494,99.10335064,0.991033506,Petris,2023,DE,DE23,B3,11,yes,rolled,pyroxasulfone,anthesis,clover/rye,rye-clover/anthesis/roll,SECCE-TRIPR (roll),SECCE-TRIPR (roll),w/TRIPR (roll),deposition,21 DAT,0.4471,0.45114519,0.452133756,0,0.452133756,0.596552382,0.757911241,0.4471,0.531196446,88,0,0
3V111D,111,45183,45184,45184,10.6,14.93,14.6,2.260273973,0.02260274,97.73972603,0.97739726,Petris,2023,VA,VA23,B1,12,Yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,21 DAT,0.0008,0.0008185,0.000821918,0.006672747,-0.005850829,0.492890719,-0.011870439,0.0008,0.077193214,136.5,6.5,0
3V105D,105,45183,45184,45184,10.75,13.59,13.45,1.040892193,0.010408922,98.95910781,0.989591078,Petris,2023,VA,VA23,B1,6,Yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.0015,0.001515778,0.001672862,0.006672747,-0.004999884,0.294835493,-0.016958216,0.0015,0.066828875,122.5,24,0
3V208D,208,45183,45184,45184,10.57,15.03,11.33,32.65666372,0.326566637,67.34333628,0.673433363,Petris,2023,VA,VA23,B2,6,Yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.0016,0.002375885,0.00211827,0.006672747,-0.004554477,0.294835493,-0.015447519,0.0016,0.04879186,136.5,8.5,0
2P203 D,203,45586,45603,45603,13.047,16.08,15.961,0.74556732,0.007455673,99.25443268,0.992544327,Petri,2022,PA,PA22,B1,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.001,0.001007512,0.000939791,0.00136502,-0.000425229,0.438690977,-0.000969313,0.001,0.05627614,132.52,7.1,0
3E408D,408,12/12/23,12/13/23,12/13/23,10.723,16.889,16.777,0.667580616,0.006675806,99.33241938,0.993324194,Petris,2023,DE,DE23,B4,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0,0,0,0,0,0.532754972,0,0,0.12,50.4,64,0
3E311W,311,12/12/23,12/13/23,12/13/23,10.715,14.916,14.785,0.886033142,0.008860331,99.11396686,0.991139669,Petris,2023,DE,DE23,B3,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,0 DAT,0,0,0,0,0,0.532754972,0,0,0.078848561,44.2,84.4,0
2E412D,412,45380,na,na,12.983,15.1,14.995,0.700233411,0.007002334,99.29976659,0.992997666,Petris,2022,DE,DE22,B4,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,21 DAT,0.0041,0.004128912,0.004101367,0.004081526,1.98E-05,0.313130202,6.32E-05,0.0041,9.63E-05,0,31.2,0
2E412W,412,45603,na,na,12.881,17.788,17.677,0.627934604,0.006279346,99.3720654,0.993720654,Petris,2022,DE,DE22,B4,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,21 DAT,0.0049,0.004930963,0.004157945,0.004081526,7.64E-05,0.313130202,0.000243988,0.0049,9.63E-05,0,31.2,0
2V311D,311,45596,na,na,12.962,16.549,16.366,1.11817182,0.011181718,98.88182818,0.988818282,Petris,2022,VA,VA22,B3,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.0075,0.007584811,0.006874007,0.00273538,0.004138627,0.220815081,0.018742502,0.0075,0.054425788,120,39,0
2V403D,403,45596,na,na,12.93,18.777,18.578,1.071159436,0.010711594,98.92884056,0.989288406,Petris,2022,VA,VA22,B4,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.0111,0.011220186,0.008962213,0.00273538,0.006226833,0.220815081,0.02819931,0.0111,0.044876098,177,53,0
2V208D,208,45598,na,na,12.972,15.56,15.396,1.065211743,0.010652117,98.93478826,0.989347883,Petris,2022,VA,VA22,B2,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.0129,0.013038892,0.0125682,0.00273538,0.009832819,0.220815081,0.044529653,0.0129,0.051149547,211,33,0
3P111W,111,45132,45133,45133,10.59,18.3,12.11,51.11478117,0.511147812,48.88521883,0.488852188,Petris,2023,PA,PA23,B2,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,21 DAT,0.01,0.020456081,0.012386457,0.0012156,0.011170857,0.275289491,0.040578581,0.01,0.18024556,77,0,0
2V111D,111,45596,na,na,12.857,16.917,16.561,2.149628646,0.021496286,97.85037135,0.978503714,Petris,2022,VA,VA22,B1,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,21 DAT,0.0156,0.015942709,0.014129582,0.00273538,0.011394201,0.195861906,0.058174666,0.0156,0.061499019,85,6.5,0
2V105D,105,45598,na,na,12.947,17.19,17.031,0.933591686,0.009335917,99.06640831,0.990664083,Petris,2022,VA,VA22,B1,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.0221,0.022308268,0.019464506,0.00273538,0.016729126,0.220815081,0.075760795,0.0221,0.112581031,161,14.5,0
2E201W,201,45603,na,na,12.925,15.255,15.153,0.673134033,0.00673134,99.32686597,0.99326866,Petris,2022,DE,DE22,B2,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,21 DAT,0.0213,0.021444349,0.021084934,0.004081526,0.017003408,0.313130202,0.054301399,0.0213,0.133950546,0,21.8,0
2E303W,303,45380,na,na,13.002,16.793,16.696,0.58097748,0.005809775,99.41902252,0.994190225,Petris,2022,DE,DE22,B3,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,21 DAT,0.0237,0.023838496,0.021292525,0.004081526,0.017211,0.313130202,0.054964356,0.0237,0.194252224,0,41.8,0
3V302D,302,45176,45183,45183,10.6,13.9,13.7,1.459854015,0.01459854,98.54014599,0.98540146,Petris,2023,VA,VA23,B3,6,Yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.022,0.022325926,0.024087591,0.006672747,0.017414844,0.294835493,0.059066308,0.022,0.051869095,162,0,0
3P404W,404,45132,45133,45133,10.59,19.3,12.21,58.06715807,0.580671581,41.93284193,0.419328419,Petris,2023,PA,PA23,B3,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,21 DAT,0.0156,0.037202344,0.019164619,0.0012156,0.017949019,0.275289491,0.065200524,0.0156,0.085324417,85.4,47.8,0
3V410D,410,45176,45183,45183,10.45,15.67,15.45,1.42394822,0.014239482,98.57605178,0.985760518,Petris,2023,VA,VA23,B4,6,Yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.0264,0.026781353,0.025631068,0.006672747,0.018958321,0.294835493,0.064301353,0.0264,0.041173458,86,9.5,0
3V410W,410,45176,45183,45183,10.74,14.26,11.06,28.93309222,0.289330922,71.06690778,0.710669078,Petris,2023,VA,VA23,B4,6,Yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,0 DAT,0.0213,0.029971756,0.028887884,0.006672747,0.022215137,0.294835493,0.075347567,0.0213,0.041173458,86,9.5,0
2P309 D,309,45586,45603,45603,12.949,15.851,15.719,0.839748076,0.008397481,99.16025192,0.991602519,Petri,2022,PA,PA22,B4,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.027,0.027228652,0.025764998,0.00136502,0.024399978,0.438690977,0.055619968,0.027,0.200384968,111.21,5.54,0
2P301 D,301,45586,45603,45603,13.015,15.34,15.263,0.504487977,0.00504488,99.49551202,0.99495512,Petri,2022,PA,PA22,B3,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.029,0.029147043,0.028500295,0.00136502,0.027135275,0.438690977,0.061855102,0.029,0.099822635,111.96,6.21,0
2E107W,107,45380,na,na,12.923,17.672,17.435,1.359334672,0.013593347,98.64066533,0.986406653,Petris,2022,DE,DE22,B1,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,0 DAT,0.0363,0.036800238,0.031230284,0.004081526,0.027148758,0.254971073,0.106477796,0.0363,0.10742347,29.4,15,0
3P211W,211,45132,45133,45133,10.47,17.11,12.03,42.22776392,0.422277639,57.77223608,0.577722361,Petris,2023,PA,PA23,B2,6,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,0 DAT,0.0228,0.039465324,0.028428928,0.0012156,0.027213328,0.588595451,0.04623435,0.0228,0.38637697,113.9,3.6,0
2V409D,409,45593,na,na,12.907,15,14.791,1.413021432,0.014130214,98.58697857,0.985869786,Petris,2022,VA,VA22,B4,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,21 DAT,0.0307,0.031140015,0.031133798,0.00273538,0.028398417,0.195861906,0.144992038,0.0307,0.141459215,131,10.5,0
2E108W,108,45605,na,na,12.901,15.545,15.487,0.374507652,0.003745077,99.62549235,0.996254923,Petris,2022,DE,DE22,B1,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,21 DAT,0.0354,0.035533074,0.034286821,0.004081526,0.030205296,0.313130202,0.096462417,0.0354,0.249834639,0,34.4,0
2P212 D,212,45586,45603,45603,12.961,16.6,16.487,0.685388488,0.006853885,99.31461151,0.993146115,Petri,2022,PA,PA22,B2,6,yes,roll crimp,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,0 DAT,0.036,0.036248443,0.032753078,0.00136502,0.031388058,0.438690977,0.071549359,0.036,0.1822751,134.25,9.04,0
2V305D,305,45593,na,na,12.955,15.837,15.633,1.304931875,0.013049319,98.69506813,0.986950681,Petris,2022,VA,VA22,B3,12,yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),deposition,21 DAT,0.0358,0.036273342,0.034350413,0.00273538,0.031615032,0.195861906,0.16141491,0.0358,0.115943058,132,13.5,0
3V302W,302,45176,45183,45183,10.71,15.4,11.89,29.52060555,0.295206056,70.47939445,0.704793944,Petris,2023,VA,VA23,B3,6,Yes,rolled,pyroxasulfone,anthesis,vetch/rye,rye-vetch/anthesis/roll,SECCE-VICVI (roll),SECCE-VICVI (roll),w/VICVI (roll),washoff,0 DAT,0.0326,0.046254654,0.041126997,0.006672747,0.034454251,0.294835493,0.116859238,0.0326,0.051869095,162,0,0
